AtcoCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0180BAC30212,bthdtjp,,,Ambleside Road,en,,,,,Ambleside Road,en,,,NW-Bound,en,NW,N0060723,Kingsway,Bath,,,,,,0,U,373012,162941,-2.38904,51.36488,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30213,bthdtjg,,,Marsden Road,en,,,,,Georgian View,en,,,SE-Bound,en,SE,N0060723,Kingsway,Bath,,,,,,0,U,373006,163040,-2.38913,51.36577,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30214,bthdwmt,,,Englishcombe Lane,en,,,,,Oak Avenue,en,,,N-Bound,en,N,E0035125,The Oval,Bath,,,,,,0,U,373431,163387,-2.38305,51.36891,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30215,bthdwmw,,,Englishcombe Lane,en,,,,,Oak Avenue,en,,,S-Bound,en,S,E0035125,The Oval,Bath,,,,,,0,U,373439,163387,-2.38294,51.36891,BCT,CUS,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30216,bthjada,,,Cedar Grove,en,,,,,The Oval,en,,,E-Bound,en,E,E0035125,The Oval,Bath,,,,,,0,U,373517,163457,-2.38182,51.36955,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30217,bthdwtw,,,Cedar Grove,en,,,,,The Oval,en,,,W-Bound,en,W,E0035125,The Oval,Bath,,,,,,0,U,373516,163448,-2.38184,51.36947,BCT,CUS,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30218,bthjagj,,,Moorfields Road top,en,,,,,Moorfields Road,en,,,E-Bound,en,E,E0035125,The Oval,Bath,,,,,,0,U,373611,163517,-2.38048,51.37009,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30219,bthjagd,,,Moorfields Road top,en,,,,,Moorfields Road,en,,,W-Bound,en,W,E0035125,The Oval,Bath,,,,,,0,U,373610,163508,-2.38049,51.37001,BCT,CUS,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30220,bthjamg,,,Pitman House,en,,,,,Moorfields Road,en,,,W-Bound,en,W,E0035053,Moorlands,Bath,,,,,,0,U,373720,163529,-2.37893,51.3702,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30221,bthjama,,,Pitman House,en,,,,,Moorfields Road,en,,,E-Bound,en,E,E0035053,Moorlands,Bath,,,,,,0,U,373715,163537,-2.379,51.37028,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30222,bthjdgd,,,Moorlands School,en,,,,,Moorfields Road,en,,,E-Bound,en,E,E0035053,Moorlands,Bath,,,,,,0,U,373924,163567,-2.376,51.37056,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30223,bthjdga,,,Moorlands School,en,,,,,Moorfields Road,en,,,W-Bound,en,W,E0035053,Moorlands,Bath,,,,,,0,U,373903,163559,-2.3763,51.37048,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30224,bthjdtw,,,Chantry Mead Road,en,,,,,Chantry Mead Road,en,,,SW-Bound,en,SW,E0035053,Moorlands,Bath,,,,,,0,U,374186,163516,-2.37223,51.37011,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30225,bthjdtp,,,Chantry Mead Road,en,,,,,Chantry Mead Road,en,,,NE-Bound,en,NE,E0035053,Moorlands,Bath,,,,,,0,U,374173,163511,-2.37242,51.37006,BCT,CUS,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30226,bthjdwd,,,Cotswold Road Top,en,,,,,Cotswold Road,en,,,SE-Bound,en,SE,E0035053,Moorlands,Bath,,,,,,0,U,374188,163607,-2.37221,51.37093,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30227,bthjdjt,,,Willow Green,en,,,,,Hillside Road,en,,,W-Bound,en,W,E0035053,Moorlands,Bath,,,,,,0,U,374006,163648,-2.37483,51.37129,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30228,bthjdjw,,,Willow Green,en,,,,,Hillside Road,en,,,E-Bound,en,E,E0035053,Moorlands,Bath,,,,,,0,U,374007,163658,-2.37481,51.37138,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30229,bthjapm,,,Hillside Hall,en,,,,,Hillside Road,en,,,NW-Bound,en,NW,E0035053,Moorlands,Bath,,,,,,0,U,373756,163826,-2.37843,51.37288,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30230,bthjapw,,,Hillside Hall,en,,,,,Hillside Road,en,,,SE-Bound,en,SE,E0035053,Moorlands,Bath,,,,,,0,U,373773,163828,-2.37819,51.3729,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30231,bthjatd,,,Beckhampton Road,en,,,,,Beckhampton Road,en,,,N-Bound,en,N,E0035068,Oldfield Park,Bath,,,,,,0,U,373787,164073,-2.378,51.3751,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30233,bthjatm,,,Beckhampton Road,en,,,,,Beckhampton Road,en,,,S-Bound,en,S,E0035068,Oldfield Park,Bath,,,,,,0,U,373806,164107,-2.37773,51.37541,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30234,bthjawp,,,Shaftesbury Road,en,,,,,Third Avenue,en,,,S-Bound,en,S,E0035068,Oldfield Park,Bath,,,,,,0,U,373846,164229,-2.37717,51.3765,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30235,bthjawj,,,Shaftesbury Road,en,,,,,Third Avenue,en,,,N-Bound,en,N,E0035068,Oldfield Park,Bath,,,,,,0,U,373835,164236,-2.37733,51.37657,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30236,bthjdgm,,,Second Avenue,en,,,,,King Edward Road,en,,,SE-Bound,en,SE,E0035068,Oldfield Park,Bath,,,,,,0,U,373946,164097,-2.37572,51.37532,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30237,bthjdgj,,,Second Avenue,en,,,,,King Edward Road,en,,,NW-Bound,en,NW,E0035068,Oldfield Park,Bath,,,,,,0,U,373927,164096,-2.376,51.37531,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30238,bthjdpw,,,St Catherines Nursing Home,en,,,,,Oldfield Road,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,374118,164046,-2.37325,51.37487,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30239,bthjdpd,,,St Catherines Nursing Home,en,,,,,Oldfield Road,en,,,W-Bound,en,W,E0035068,Oldfield Park,Bath,,,,,,0,U,374107,164040,-2.3734,51.37482,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30240,bthjgdg,,,Wells Road,en,,,,,Oldfield Road,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,374368,163998,-2.36965,51.37445,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30241,bthjgdp,,,Wells Road,en,,,,,Oldfield Road,en,,,W-Bound,en,W,E0035068,Oldfield Park,Bath,,,,,,0,U,374386,163985,-2.36939,51.37434,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30244,bthjgmw,,,Green Tree,en,,,,,Lower Bristol Road,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,374492,164480,-2.36791,51.37879,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30245,bthjgmp,,,Green Tree,en,,,,,Westmoreland Road,en,,,S-Bound,en,S,E0035068,Oldfield Park,Bath,,,,,,0,U,374444,164444,-2.36859,51.37847,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30246,bthjgaj,,,Hayesfield School,en,,,,,Lower Oldfield Park,en,,,W-Bound,en,W,E0035068,Oldfield Park,Bath,,,,,,0,U,374275,164298,-2.37101,51.37714,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30247,bthjgag,,,Hayesfield School,en,,,,,Lower Oldfield Park,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,374265,164309,-2.37115,51.37724,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30248,bthjdmj,,,Lower Oldfield Park,en,,,,,Lower Oldfield Park,en,,,W-Bound,en,W,E0035068,Oldfield Park,Bath,,,,,,0,U,374073,164352,-2.37392,51.37762,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30249,bthjdtd,,,Lower Oldfield Park,en,,,,,Lower Oldfield Park,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,374102,164353,-2.3735,51.37763,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30250,bthjdad,,,Livingstone Road,en,,,,,Livingstone Road,en,,,SW-Bound,en,SW,E0035068,Oldfield Park,Bath,,,,,,0,U,373861,164425,-2.37697,51.37827,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30251,bthjawm,,,Livingstone Road,en,,,,,Livingstone Road,en,,,NE-Bound,en,NE,E0035068,Oldfield Park,Bath,,,,,,0,U,373841,164417,-2.37725,51.37819,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30252,bthjapd,,,Moorland Road,en,,,,,Livingstone Road,en,,,NE-Bound,en,NE,E0035068,Oldfield Park,Bath,,,,,,0,U,373737,164332,-2.37874,51.37743,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30253,bthjamj,,,The Triangle North,en,,,,,Triangle North,en,,,E-Bound,en,E,E0035068,Oldfield Park,Bath,,,,,,0,U,373727,164478,-2.3789,51.37874,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30255,bthjadm,,,West Avenue,en,,,,,West Avenue,en,,,SW-Bound,en,SW,E0035068,Oldfield Park,Bath,,,,,,0,U,373539,164479,-2.38158,51.37874,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30256,bthdwmp,,,Millmead Road,en,,,,,Millmead Road,en,,,S-Bound,en,S,E0035068,Oldfield Park,Bath,,,,,,0,U,373428,164469,-2.38318,51.37864,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30257,bthdwmg,,,Millmead Road,en,,,,,Millmead Road,en,,,N-Bound,en,N,E0035068,Oldfield Park,Bath,,,,,,0,U,373421,164474,-2.38328,51.37869,BCT,CUS,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30258,bthdwgm,,,Dartmouth Avenue Bottom,en,,,,,Dartmouth Avenue,en,,,NE-Bound,en,NE,E0035107,South Twerton,Bath,,,,,,0,U,373318,164221,-2.38474,51.37641,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30259,bthdwgj,,,Dartmouth Avenue Bottom,en,,,,,Dartmouth Avenue,en,,,SW-Bound,en,SW,E0035107,South Twerton,Bath,,,,,,0,U,373306,164188,-2.38491,51.37611,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30260,bthdwat,,,Dartmouth Avenue Top,en,,,,,Dartmouth Avenue,en,,,NE-Bound,en,NE,E0035107,South Twerton,Bath,,,,,,0,U,373192,164083,-2.38654,51.37516,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30261,bthdwap,,,Dartmouth Avenue Top,en,,,,,Dartmouth Avenue,en,,,SW-Bound,en,SW,E0035107,South Twerton,Bath,,,,,,0,U,373187,164063,-2.38661,51.37498,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30262,bthdtmp,,,Blackmore Drive,en,,,,,Lymore Avenue,en,,,SE-Bound,en,SE,E0035107,South Twerton,Bath,,,,,,0,U,373047,164231,-2.38863,51.37649,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30263,bthdtmj,,,Blackmore Drive,en,,,,,Lymore Avenue,en,,,NW-Bound,en,NW,E0035107,South Twerton,Bath,,,,,,0,U,373046,164216,-2.38865,51.37635,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30264,bthdtdg,,,Innox Road,en,,,,,The Hollow,en,,,SW-Bound,en,SW,E0035107,South Twerton,Bath,,,,,,0,U,372882,164143,-2.391,51.37569,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30265,bthdtdm,,,Innox Road,en,,,,,The Hollow,en,,,NE-Bound,en,NE,E0035107,South Twerton,Bath,,,,,,0,U,372895,164168,-2.39081,51.37591,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30266,bthdpma,,,Community Farm,en,,,,,Kelston View,en,,,NW-Bound,en,NW,E0035155,Whiteway,Bath,,,,,,0,U,372604,164010,-2.39498,51.37448,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30268,bthdpgw,,,Community Farm,en,,,,,Kelston View,en,,,SE-Bound,en,SE,E0035155,Whiteway,Bath,,,,,,0,U,372568,164070,-2.3955,51.37501,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30269,bthdmwt,,,East Close,en,,,,,East Way,en,,,NE-Bound,en,NE,E0035155,Whiteway,Bath,,,,,,0,U,372462,164093,-2.39703,51.37522,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30270,bthdmwp,,,East Close,en,,,,,East Way,en,,,SW-Bound,en,SW,E0035155,Whiteway,Bath,,,,,,0,U,372439,164056,-2.39736,51.37488,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30271,bthdmwa,,,East Way,en,,,,,,,,,SE-Bound,en,SE,E0035155,Whiteway,Bath,,,,,,0,U,372418,163993,-2.39765,51.37431,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30272,bthdmtm,,,East Way,en,,,,,Haycombe Drive,en,,,NW-Bound,en,NW,E0035155,Whiteway,Bath,,,,,,0,U,372388,164016,-2.39809,51.37452,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30273,bthdmwd,,,The Beehive,en,,,,,Haycombe Drive,en,,,SE-Bound,en,SE,E0035155,Whiteway,Bath,,,,,,0,U,372424,163818,-2.39755,51.37274,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30275,bthdmgw,,,Haycombe Cemetery,en,,,,,,,,,SW-Bound,en,SW,E0035105,Southdown,Bath,,,,,,0,U,372199,163543,-2.40076,51.37026,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30276,bthdmpw,,,Southdown Methodist Church,en,,,,,The Hollow,en,,,SW-Bound,en,SW,E0035105,Southdown,Bath,,,,,,0,U,372360,163675,-2.39846,51.37145,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30277,bthdmwj,,,The Beehive,en,,,,,The Hollow,en,,,NE-Bound,en,NE,E0035105,Southdown,Bath,,,,,,0,U,372438,163760,-2.39735,51.37222,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30278,bthdpap,,,Mount Road Shops,en,,,,,Mount Road,en,,,SE-Bound,en,SE,E0035105,Southdown,Bath,,,,,,0,U,372501,163700,-2.39644,51.37168,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30279,bthdpam,,,Mount Road Shops,en,,,,,Mount Road,en,,,NW-Bound,en,NW,E0035105,Southdown,Bath,,,,,,0,U,372502,163679,-2.39642,51.3715,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30280,bthdpjg,,,Wedmore Park,en,,,,,Mount Road,en,,,S-Bound,en,S,E0035105,Southdown,Bath,,,,,,0,U,372580,163502,-2.39529,51.36991,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30281,bthdpjd,,,Wedmore Park,en,,,,,Mount Road,en,,,NW-Bound,en,NW,E0035105,Southdown,Bath,,,,,,0,U,372584,163407,-2.39522,51.36905,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30282,bthdpmj,,,Roundhill,en,,,,,Mount Road,en,,,S-Bound,en,S,E0035105,Southdown,Bath,,,,,,0,U,372634,163292,-2.3945,51.36802,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30283,bthdpmw,,,Padleigh Turn,en,,,,,Mount Road,en,,,N-Bound,en,N,E0035105,Southdown,Bath,,,,,,0,U,372659,163140,-2.39412,51.36666,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30284,bthdtdj,,,Southdown Avenue,en,,,,,Southdown Road,en,,,N-Bound,en,N,E0035105,Southdown,Bath,,,,,,0,U,372891,163431,-2.39081,51.36928,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30285,bthdtgj,,,Jones Stores,en,,,,,Southdown Road,en,,,N-Bound,en,N,E0035105,Southdown,Bath,,,,,,0,U,372933,163679,-2.39023,51.37152,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30286,bthdtda,,,Sladebrook Road Bottom,en,,,,,Sladebrook Road,en,,,W-Bound,en,W,E0035107,South Twerton,Bath,,,,,,0,U,372865,163784,-2.39121,51.37246,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30287,bthdpmg,,,Sladebrook Road Top,en,,,,,Sladebrook Road,en,,,W-Bound,en,W,E0035105,Southdown,Bath,,,,,,0,U,372611,163698,-2.39486,51.37167,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30288,bthdtpw,,,Kingsway Post Office,en,,,,,Sladebrook Avenue,en,,,N-Bound,en,N,E0035105,Southdown,Bath,,,,,,0,U,373123,163320,-2.38747,51.3683,BCT,MKD,OTH,,,,1,2013-03-11T16:46:16,2013-03-11T16:46:16,,new,act
0180BAC30289,bthdwdg,,,Trowbridge House,en,,,,,Coronation Avenue,en,,,S-Bound,en,S,E0035105,Southdown,Bath,,,,,,0,U,373221,163550,-2.38608,51.37037,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30290,bthdwdm,,,Trowbridge House,en,,,,,Coronation Avenue,en,,,N-Bound,en,N,E0035105,Southdown,Bath,,,,,,0,U,373229,163597,-2.38597,51.37079,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30291,bthdwgw,,,Happy Garden,en,,,,,Coronation Avenue,en,,,SW-Bound,en,SW,E0035105,Southdown,Bath,,,,,,0,U,373328,163765,-2.38456,51.37231,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30292,bthdwgp,,,Happy Garden,en,,,,,Coronation Avenue,en,,,NE-Bound,en,NE,E0035105,Southdown,Bath,,,,,,0,U,373326,163783,-2.38459,51.37247,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30293,bthdwmj,,,Ascension Church,en,,,,,Lymore Terrace,en,,,SW-Bound,en,SW,E0035107,South Twerton,Bath,,,,,,0,U,373423,163897,-2.38321,51.3735,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30294,bthdwpa,,,Ascension Church,en,,,,,Claude Avenue,en,,,N-Bound,en,N,E0035107,South Twerton,Bath,,,,,,0,U,373447,164001,-2.38287,51.37444,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30295,bthdwpm,,,Bridge Road,en,,,,,Bridge Road,en,,,NE-Bound,en,NE,E0035107,South Twerton,Bath,,,,,,0,U,373458,164154,-2.38272,51.37581,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30296,bthdwta,,,Bridge Road,en,,,,,Bridge Road,en,,,SW-Bound,en,SW,E0035107,South Twerton,Bath,,,,,,0,U,373477,164171,-2.38245,51.37597,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30297,bthjadp,,,Cynthia Road,en,,,,,Cynthia Road,en,,,SE-Bound,en,SE,E0035068,Oldfield Park,Bath,,,,,,0,U,373572,164154,-2.38109,51.37582,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30298,bthjadt,,,Cynthia Road,en,,,,,Cynthia Road,en,,,NW-Bound,en,NW,E0035068,Oldfield Park,Bath,,,,,,0,U,373584,164136,-2.38091,51.37566,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30299,bthjajw,,,Moorland Road,en,,,,,Herbert Road,en,,,SW-Bound,en,SW,E0035068,Oldfield Park,Bath,,,,,,0,U,373718,164289,-2.37901,51.37704,BCT,MKD,OTH,,,,1,2013-03-11T16:46:18,2013-03-11T16:46:18,,new,act
0180BAC30300,bthjajm,,,Maybrick Road,en,,,,,Moorland Road,en,,,NW-Bound,en,NW,E0035068,Oldfield Park,Bath,,,,,,0,U,373696,164347,-2.37933,51.37756,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30301,bthjdma,,,Hayesfield Lower School,en,,,,,Brougham Hayes,en,,,N-Bound,en,N,E0035068,Oldfield Park,Bath,,,,,,0,U,374014,164694,-2.37479,51.38069,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30302,bthjdjp,,,Hayesfield Lower School,en,,,,,Brougham Hayes,en,,,SW-Bound,en,SW,E0035068,Oldfield Park,Bath,,,,,,0,U,374005,164658,-2.37492,51.38037,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30303,bthjdmp,,,Brougham Hayes,en,,,,,Lower Bristol Road,en,,,SE-Bound,en,SE,E0035068,Oldfield Park,Bath,,,,,,0,U,374094,164731,-2.37364,51.38103,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30304,bthjgap,,,Sainsburys,en,,,,,,,,,SE-Bound,en,SE,E0035068,Oldfield Park,Bath,,,,,,0,U,374289,164684,-2.37084,51.38062,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30305,bthjdwm,,,St James Cemetery,en,,,,,Lower Bristol Road,en,,,NW-Bound,en,NW,E0035068,Oldfield Park,Bath,,,,,,0,U,374231,164615,-2.37167,51.37999,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30306,bthjdgt,,,Brougham Hayes,en,,,,,Lower Bristol Road,en,,,W-Bound,en,W,E0035004,East Twerton,Bath,,,,,,0,U,373963,164764,-2.37553,51.38132,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30307,bthjapj,,,Bath Press,en,,,,,Lower Bristol Road,en,,,W-Bound,en,W,E0035004,East Twerton,Bath,,,,,,0,U,373791,164799,-2.378,51.38163,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30308,bthjajp,,,Bath Press,en,,,,,Lower Bristol Road,en,,,E-Bound,en,E,E0035004,East Twerton,Bath,,,,,,0,U,373726,164828,-2.37894,51.38189,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30310,bthdwpd,,,Bellotts Road,en,,,,,Lower Bristol Road,en,,,E-Bound,en,E,E0035004,East Twerton,Bath,,,,,,0,U,373447,164848,-2.38293,51.38205,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30311,bthdwmd,,,Bellotts Road,en,,,,,Lower Bristol Road,en,,,W-Bound,en,W,E0035004,East Twerton,Bath,,,,,,0,U,373415,164825,-2.38339,51.38184,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30312,bthdtwt,,,Lansdown View,en,,,,,Lower Bristol Road,en,,,SW-Bound,en,SW,E0035130,Twerton,Bath,,,,,,0,U,373157,164715,-2.38709,51.38084,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30313,bthdtwg,,,Lansdown View,en,,,,,Lower Bristol Road,en,,,E-Bound,en,E,E0035130,Twerton,Bath,,,,,,0,U,373138,164718,-2.38736,51.38087,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
0180BAC30314,bthdpwm,,,Twerton Arch,en,,,,,High Street,en,,,W-Bound,en,W,E0035130,Twerton,Bath,,,,,,0,U,372800,164625,-2.39221,51.38002,BCT,MKD,OTH,,,,1,2013-03-11T16:46:21,2013-03-11T16:46:21,,new,act
